timestamp,distance,key,type
18352.034999996424,0,.,keydown
18508.945000000298,156.9100000038743,.,keyup
18770.559999994934,261.6149999946356,t,keydown
18889.87999999523,119.32000000029802,t,keyup
18963.144999995828,73.26500000059605,i,keydown
19092.619999997318,129.47500000149012,i,keyup
19209.75,117.13000000268221,e,keydown
19364.079999998212,154.32999999821186,e,keyup
20423.820000000298,1059.7400000020862,5,keydown
20551.054999999702,127.23499999940395,5,keyup
22054.884999997914,1503.8299999982119,Shift,keydown
22067.820000000298,12.935000002384186,R,keydown
22080.964999996126,13.144999995827675,Shift,keyup
22200.679999999702,119.71500000357628,r,keyup
22866.00499999523,665.3249999955297,o,keydown
22980.07499999553,114.07000000029802,o,keyup
23104.939999997616,124.86500000208616,a,keydown
23252.519999995828,147.57999999821186,a,keyup
23384.669999994338,132.14999999850988,n,keyup
23655.85000000149,271.18000000715256,l,keydown
23802.39999999851,146.54999999701977,l,keyup
24032.335000000894,229.9350000023842,Enter,keydown
24119.265000000596,86.92999999970198,Enter,keyup
24332.679999999702,213.41499999910593,.,keydown
24455.919999994338,123.23999999463558,.,keyup
24702.62999999523,246.71000000089407,t,keydown
24784.644999995828,82.01500000059605,t,keyup
24856.359999999404,71.71500000357628,i,keydown
24959.744999997318,103.38499999791384,i,keyup
25017.684999994934,57.939999997615814,e,keydown
25113.094999998808,95.4100000038743,e,keyup
26240.009999997914,1126.914999999106,5,keydown
26321.469999998808,81.46000000089407,5,keyup
27047.784999996424,726.3149999976158,Shift,keydown
27060.92499999702,13.140000000596046,R,keydown
27073.92499999702,13,Shift,keyup
27243.579999998212,169.6550000011921,r,keyup
27887.070000000298,643.4900000020862,o,keydown
28006.10000000149,119.0300000011921,o,keyup
28080.454999998212,74.35499999672174,a,keydown
28234.304999999702,153.85000000149012,a,keyup
28362.064999997616,127.75999999791384,n,keydown
28488.659999996424,126.5949999988079,n,keyup
28651.07499999553,162.41499999910593,l,keydown
28747.530000001192,96.45500000566244,l,keyup
28952.125,204.5949999988079,Enter,keydown
29039.304999999702,87.17999999970198,Enter,keyup
29252.89999999851,213.5949999988079,.,keydown
29398.094999998808,145.19500000029802,.,keyup
29485.544999994338,87.44999999552965,t,keydown
29571.22999999672,85.68500000238419,t,keyup
29639.934999994934,68.70499999821186,i,keydown
29734.534999996424,94.60000000149012,i,keyup
29818.954999998212,84.42000000178814,e,keydown
29912.42499999702,93.4699999988079,e,keyup
30885.019999995828,972.5949999988079,5,keydown
30986.509999997914,101.49000000208616,5,keyup
31530.434999994934,543.9249999970198,Shift,keydown
31543.439999997616,13.005000002682209,R,keydown
31556.044999994338,12.604999996721745,Shift,keyup
31714.144999995828,158.10000000149012,r,keyup
32300.914999999106,586.7700000032783,o,keydown
32449.844999998808,148.92999999970198,o,keyup
32619.25,169.4050000011921,a,keydown
32793.984999999404,174.73499999940395,a,keyup
32877.989999994636,84.00499999523163,n,keydown
33007.689999997616,129.70000000298023,n,keyup
33174.134999997914,166.44500000029802,l,keydown
33295.19999999553,121.06499999761581,l,keyup
33484.25499999523,189.05499999970198,Enter,keydown
33591.41999999434,107.16499999910593,Enter,keyup
