timestamp,distance,key,type
16669771.574999996,1038.679999999702,.,keydown
16669929.044999994,157.4699999988079,.,keyup
16670032.864999995,103.82000000029802,t,keydown
16670161.274999999,128.4100000038743,t,keyup
16670191.93,30.655000001192093,i,keydown
16670329.509999998,137.57999999821186,i,keyup
16670578.919999994,249.40999999642372,e,keydown
16670666.5,87.58000000566244,e,keyup
16671071.894999996,405.3949999958277,5,keydown
16671139.619999997,67.72500000149012,5,keyup
16671727.534999996,587.9149999991059,Shift,keydown
16671740.229999997,12.695000000298023,R,keydown
16671752.689999998,12.46000000089407,Shift,keyup
16671877.689999998,125,r,keyup
16672023.574999996,145.88499999791384,o,keydown
16672157.314999998,133.74000000208616,a,keydown
16672172.844999999,15.530000001192093,o,keyup
16672308.119999997,135.27499999850988,a,keyup
16672405.534999996,97.41499999910593,n,keydown
16672550.515,144.98000000417233,n,keyup
16672599.579999998,49.064999997615814,l,keydown
16672725.464999996,125.88499999791384,l,keyup
16673232.29,506.82500000298023,Enter,keydown
16673353.199999996,120.90999999642372,Enter,keyup
16673566.649999999,213.45000000298023,.,keydown
16673717.009999998,150.35999999940395,.,keyup
16673974.89,257.8800000026822,t,keydown
16674072.11,97.2199999988079,t,keyup
16674096.134999998,24.024999998509884,i,keydown
16674227.829999998,131.69500000029802,i,keyup
16674253.199999996,25.36999999731779,e,keydown
16674385.344999999,132.14500000327826,e,keyup
16674872.625,487.2800000011921,5,keydown
16674940.015,67.39000000059605,5,keyup
16675663.384999998,723.3699999973178,Shift,keydown
16675676.75,13.365000002086163,R,keydown
16675689.549999997,12.799999997019768,Shift,keyup
16675804.864999995,115.31499999761581,r,keyup
16675854.879999995,50.01500000059605,o,keydown
16675995.044999994,140.16499999910593,o,keyup
16676038.530000001,43.485000006854534,a,keydown
16676167.625,129.0949999988079,a,keyup
16676237.655000001,70.0300000011921,n,keydown
16676387.854999997,150.19999999552965,n,keyup
16676550.850000001,162.99500000476837,l,keydown
16676670.329999998,119.47999999672174,l,keyup
16677186.305,515.9750000014901,Enter,keydown
16677308.39,122.08500000089407,Enter,keyup
16677521.649999999,213.25999999791384,.,keydown
16677676.54,154.89000000059605,.,keyup
16677770.350000001,93.81000000238419,t,keydown
16677864.969999999,94.61999999731779,i,keydown
16677885.869999997,20.899999998509884,t,keyup
16677997.82,111.95000000298023,i,keyup
16678031.059999995,33.23999999463558,e,keydown
16678154.364999995,123.30499999970198,e,keyup
16678576.784999996,422.42000000178814,5,keydown
16678683.409999996,106.625,5,keyup
16679153.125,469.7150000035763,Shift,keydown
16679165.949999996,12.824999995529652,R,keydown
16679178.614999995,12.66499999910593,Shift,keyup
16679299.375,120.76000000536442,r,keyup
16679424.975000001,125.60000000149012,o,keydown
