timestamp,distance,key,type
59830083.910000004,1038.6300000101328,.,keydown
59830176.88,92.9699999988079,.,keyup
59830447.915,271.0349999964237,t,keydown
59830522.995,75.07999999821186,t,keyup
59830579.645,56.650000005960464,i,keydown
59830659.37,79.72499999403954,i,keyup
59830694.76,35.39000000059605,e,keydown
59830796.745,101.98499999940395,e,keyup
59830975.025,178.2800000011921,5,keydown
59831043.255,68.23000000417233,5,keyup
59831306.044999994,262.78999999165535,Shift,keydown
59831318.615,12.570000007748604,R,keydown
59831330.88,12.265000000596046,Shift,keyup
59831428.779999994,97.8999999910593,r,keyup
59831502.645,73.86500000953674,o,keydown
59831575.35,72.70499999821186,o,keyup
59831635.6,60.25,a,keydown
59831729.85999999,94.25999999046326,a,keyup
59831755.355,25.49500000476837,n,keydown
59831857.294999994,101.93999999761581,n,keyup
59831930.279999994,72.98499999940395,l,keydown
59832068.940000005,138.66000001132488,l,keyup
59832245.35,176.40999999642372,Enter,keydown
59832336.63,91.2800000011921,Enter,keyup
59832550.07999999,213.44999998807907,.,keydown
59832685.169999994,135.09000000357628,.,keyup
59832917.745,232.57500000298023,t,keydown
59833005.95499999,88.20999999344349,t,keyup
59833044.940000005,38.985000014305115,i,keydown
59833130.695,85.75499999523163,i,keyup
59833194.684999995,63.98999999463558,e,keydown
59833298.275,103.59000000357628,e,keyup
59833522.23499999,223.9599999934435,5,keydown
59833584.475,62.24000000953674,5,keyup
59833880.98499999,296.50999999046326,Shift,keydown
59833894.27,13.285000011324883,R,keydown
59833906.725,12.45499999821186,Shift,keyup
59833998.415,91.68999999761581,r,keyup
59834061.82,63.40500000119209,o,keydown
59834137.01,75.18999999761581,o,keyup
59834218.800000004,81.79000000655651,a,keydown
59834311.98,93.1799999922514,n,keydown
59834362.635,50.65500000119209,a,keyup
59834427.74,65.10500000417233,n,keyup
59834546.57999999,118.83999998867512,l,keydown
59834634.725,88.14500001072884,l,keyup
59834790.46999999,155.7449999898672,Enter,keydown
59834863.934999995,73.46500000357628,Enter,keyup
59835077.565000005,213.6300000101328,.,keydown
59835182.15,104.58499999344349,.,keyup
59835432.98,250.82999999821186,t,keydown
59835517.38,84.40000000596046,t,keyup
59835584.74,67.35999999940395,i,keydown
59835660.555,75.81499999761581,i,keyup
59835741.65,81.0949999988079,e,keydown
59835840.895,99.24500000476837,e,keyup
59835999.565000005,158.67000000178814,5,keydown
59836068.01,68.44499999284744,5,keyup
59836356.26,288.25,Shift,keydown
59836368.88999999,12.629999995231628,R,keydown
59836381.945,13.055000007152557,Shift,keyup
59836467.059999995,85.11499999463558,r,keyup
59836521.48,54.42000000178814,o,keydown
59836606.574999996,85.0949999988079,o,keyup
59836716.63,110.05500000715256,a,keydown
59836778.559999995,61.929999992251396,a,keyup
59836815.565000005,37.00500001013279,n,keydown
59836953.79,138.22499999403954,l,keydown
59836981.050000004,27.260000005364418,n,keyup
59837093.51,112.45999999344349,l,keyup
59837296.23,202.7199999988079,Enter,keydown
59837418.949999996,122.7199999988079,Enter,keyup
59837632.21,213.26000000536442,.,keydown
59837721.38,89.17000000178814,.,keyup
59837953.559999995,232.1799999922514,t,keydown
59838035.24999999,81.68999999761581,t,keyup
59838105.839999996,70.59000000357628,i,keydown
59838221.589999996,115.75,i,keyup
59838297.684999995,76.0949999988079,e,keydown
59838413.38999999,115.70499999821186,e,keyup
59838585.135,171.74500000476837,5,keydown
59838672.449999996,87.31499999761581,5,keyup
59838954.059999995,281.60999999940395,Shift,keydown
59838966.57,12.510000005364418,R,keydown
59838979.12,12.549999997019768,Shift,keyup
59839081.32,102.20000000298023,r,keyup
59839152.9,71.57999999821186,o,keydown
59839241.605,88.70499999821186,o,keyup
59839310.505,68.90000000596046,a,keydown
59839409.964999996,99.45999999344349,a,keyup
59839453.684999995,43.71999999880791,n,keydown
59839557.669999994,103.98499999940395,l,keydown
59839614.99,57.320000007748604,n,keyup
59839703.464999996,88.47499999403954,l,keyup
59839897.175000004,193.71000000834465,Enter,keydown
59839979.71,82.53499999642372,Enter,keyup
59840192.85,213.14000000059605,.,keydown
59840281.865,89.01500000059605,.,keyup
59840499.35,217.48499999940395,t,keydown
59840571.324999996,71.97499999403954,t,keyup
